Unnamed: 0,id,text,keyword,url,raw_text,_input_hash,_task_hash,sentiment,annotator,annotation_id
1373,1376,"Najlepsze porównanie przestrzeganie prawa a także odpowiedzialności i zdrowego rozsądku . @Policja_KSP , @PolskaPolicja @MariuszCiarkahttps :/ / twitter.com/JakubKrupa/status/1248535160976441345 …",przestrzeganie prawa,http://twitter.com/AdamPawlicki2/statuses/1248563304458526720,"Najlepsze porównanie przestrzeganie prawa a także odpowiedzialności i zdrowego rozsądku. @Policja_KSP, @PolskaPolicja @MariuszCiarkahttps://twitter.com/JakubKrupa/status/1248535160976441345 …",-1342553107,2069879194,Neutral,kaczmars@gmail.com,1374
1372,1375,symboliczne to jest przestrzeganie prawa przez PIS ! i do tego wybiórcze bo tylko w stosunku do wszystkich z poza sekty PIS ! Członków sekty pisowskiej przestrzeganie prawa nie dotyczy ! To dopiero KASTA ! ! ! https://twitter.com/Ewa26461622/status/1248191504717357057 …,przestrzeganie prawa,http://twitter.com/Tomasz83520847/statuses/1248209704213495809,symboliczne to jest przestrzeganie prawa przez PIS ! i do tego wybiórcze bo tylko w stosunku do wszystkich z poza sekty PIS ! Członków sekty pisowskiej przestrzeganie prawa nie dotyczy ! To dopiero KASTA !!!!!!!!!!!!!!!!!!!!!!!!!!!!!! https://twitter.com/Ewa26461622/status/1248191504717357057 …,-338106317,-261914873,Negative,kaczmars@gmail.com,1373
1371,1374,"I tu Panowie ładnie widać piramidę potrzeb . @Jaroslaw_Gowin pisze o potrzebie niższego poziomu , bezpieczeństwo , pieniądze . @LBalcerowicz ma widać te potrzeby zaspokojone , więc i potrzeby ma wyższego poziomu , uczciwość , przestrzeganie prawa . Inaczej niestety niż 40 % Polaków .",przestrzeganie prawa,http://twitter.com/rafaln/statuses/1248337294643396609,"I tu Panowie ładnie widać piramidę potrzeb. @Jaroslaw_Gowin pisze o potrzebie niższego poziomu, bezpieczeństwo, pieniądze. @LBalcerowicz ma widać te potrzeby zaspokojone, więc i potrzeby ma wyższego poziomu, uczciwość, przestrzeganie prawa. Inaczej niestety niż 40% Polaków.",-1412386938,-820469458,Negative,kaczmars@gmail.com,1372
1370,1373,"@szymon_holownia @pisorgpl Dlatego będę głosować na Krzysztofa Bosaka , który zna się na prawie i konstytucji i od kilku dni wraz z Konfederacją walczy o bezpieczeństwo Polaków , przestrzeganie prawa i przetrwanie polskich przedsiębiorców .",przestrzeganie prawa,http://twitter.com/Ilona24061202/statuses/1244544313201172481,"@szymon_holownia @pisorgpl Dlatego będę głosować na Krzysztofa Bosaka, który zna się na prawie i konstytucji i od kilku dni wraz z Konfederacją walczy o bezpieczeństwo Polaków, przestrzeganie prawa i przetrwanie polskich przedsiębiorców.",31889248,-522331111,Positive,kaczmars@gmail.com,1371
1369,1372,"@Noemi13323571 @szejnfeld Zastanawia mnie czy Rzecznik KG Policji to idiota czy tylko taki ma rozkaz . Pamiętam każdy wyjazd do Niemiec , kulturę ale i poszanowanie i przestrzeganie prawa , w tym zwłaszcza ruchu drogowego , przez Policję . U nas to nadal Milicja , ORMO i ZOMO w jednym .",przestrzeganie prawa,http://twitter.com/marcin_kruger/statuses/1248508672688472064,"@Noemi13323571 @szejnfeld Zastanawia mnie czy Rzecznik KG Policji to idiota czy tylko taki ma rozkaz. Pamiętam każdy wyjazd do Niemiec, kulturę ale i poszanowanie i przestrzeganie prawa, w tym zwłaszcza ruchu drogowego, przez Policję. U nas to nadal Milicja, ORMO i ZOMO w jednym.",821539330,-598326322,Negative,kaczmars@gmail.com,1370
1368,1371,A gdzie znajdą tak dobrze płatną pracę jej biurokraci ? Państwa UE im to zapewniają . https://twitter.com/Jowita_W/status/1243955542990651392 …,państwa ue,http://twitter.com/LexynNano/statuses/1243957196968394753,A gdzie znajdą tak dobrze płatną pracę jej biurokraci? Państwa UE im to zapewniają. https://twitter.com/Jowita_W/status/1243955542990651392 …,-1288511533,-1374048258,Negative,kaczmars@gmail.com,1369
1367,1370,"Jestem pod wrażeniem @AdamBielan z @pisorgpl stawiającego za wzór inne państwa #UE , które zlikwidowały głosowanie korespondencyjne . bo były fałszerstwa . @sjkaleta @LukaszSchreiber @MichalSzczerba @Leszczyna @bbudka https://twitter.com/PiotFijalkowski/status/1245682046049095682 https://t.co/4eVCOLnm3D",państwa ue,http://twitter.com/PiotFijalkowski/statuses/1245715711277830144,"Jestem pod wrażeniem @AdamBielan z @pisorgpl stawiającego za wzór inne państwa #UE, które zlikwidowały głosowanie korespondencyjne. bo były fałszerstwa. @sjkaleta @LukaszSchreiber @MichalSzczerba @Leszczyna @bbudka https://twitter.com/PiotFijalkowski/status/1245682046049095682 https://t.co/4eVCOLnm3D",-2125356744,1069235868,Negative,kaczmars@gmail.com,1368
1366,1369,"Kolejne komentarze chyba nie spowodują naprawienia szkód , ale może warto zauważyć , że patrzy na nas cała #Europa , a nie tylko Prezes #Kaczyński . W tym czasie inne państwa #UE intensywnie ze sobą współpracują i niosą pomoc . Polskie władze zajmują się #plebiscyt . em i aborcją . https://twitter.com/theprogressives/status/1247520544578138114",państwa ue,http://twitter.com/profMarekBelka/statuses/1247526167650775043,"Kolejne komentarze chyba nie spowodują naprawienia szkód, ale może warto zauważyć, że patrzy na nas cała #Europa, a nie tylko Prezes #Kaczyński. W tym czasie inne państwa #UE intensywnie ze sobą współpracują i niosą pomoc. Polskie władze zajmują się #plebiscyt.em i aborcją. https://twitter.com/theprogressives/status/1247520544578138114",-1587894325,-1619025842,Negative,kaczmars@gmail.com,1367
1365,1368,"Dzięki za odpowiedź . Zobaczymy , czy tak będzie . Czy wiesz , że to pierwszy raz w historii UE , która zawiesza organ państwowy państwa UE ?",państwa ue,http://twitter.com/Jenspihl/statuses/1247885809740472321,"Dzięki za odpowiedź. Zobaczymy, czy tak będzie. Czy wiesz, że to pierwszy raz w historii UE, która zawiesza organ państwowy państwa UE?",1455451670,-709615192,Neutral,kaczmars@gmail.com,1366
1364,1367,"Nasza Unia kochana znalazła czas mimo okoliczności ... Najbardziej lubię ekologiczny przepis , ze od czasu do czasu będzie trzeba taką ciężarówką dymać do domu , żeby znów wrócić tam , gdzie się wozi ... https://forsal.pl/transport/aktualnosci/artykuly/1467682,panstwa-ue-przyjely-pakiet-mobilnosci-sprzeciw-polski-oraz-innych-krajow-nie-wystarczyl.html",panstwa ue,http://twitter.com/emkow/statuses/1247577519382986754,"Nasza Unia kochana znalazła czas mimo okoliczności... Najbardziej lubię ekologiczny przepis, ze od czasu do czasu będzie trzeba taką ciężarówką dymać do domu,żeby znów wrócić tam, gdzie się wozi... https://forsal.pl/transport/aktualnosci/artykuly/1467682,panstwa-ue-przyjely-pakiet-mobilnosci-sprzeciw-polski-oraz-innych-krajow-nie-wystarczyl.html",79484079,419019543,Negative,kaczmars@gmail.com,1365
1363,1366,"W kwestiach strategicznych , a taką jest służba zdrowia , bezpieczeństwo publiczne , obrona kraju plus kilka innych , zawsze lepsza jest centralizacja !",obrona kraju,http://twitter.com/AgaSiewiereniuk/statuses/1244228005863587840,"W kwestiach strategicznych, a taką jest służba zdrowia, bezpieczeństwo publiczne, obrona kraju plus kilka innych, zawsze lepsza jest centralizacja!",-712581419,-1649256554,Neutral,kaczmars@gmail.com,1364
1362,1365,"@mswierczynski1 @PAPinformacje @PolsatNewsPL Przeżyłem dramatyczne dla mnie czasy , gdy politycy łatwo sięgali po wojsko do zadań innych niż zbrojna obrona kraju ( 1970,1981 ) i ciarki mnie przechodzą , gdy dzisiaj politycy znowu zapominają , co jest istotą armii i z taką łatwością używają ludzi z karabinami do zadań niezbrojnych",obrona kraju,http://twitter.com/SKoziej/statuses/1244685366071832580,"@mswierczynski1 @PAPinformacje @PolsatNewsPL Przeżyłem dramatyczne dla mnie czasy, gdy politycy łatwo sięgali po wojsko do zadań innych niż zbrojna obrona kraju (1970,1981) i ciarki mnie przechodzą, gdy dzisiaj politycy znowu zapominają,co jest istotą armii i z taką łatwością używają ludzi z karabinami do zadań niezbrojnych",634196466,-2113834797,Negative,kaczmars@gmail.com,1363
1361,1364,"@Koniox @jkarolak92 @Marek_Wozny @KamilDziubka @czuchnowski @KObywatelska Jestem przekonany , że suweren się połapie kiedy zacznie wracać do pracy , szkół czy uczelni a władza dalej będzie utrzymywać SKŻ , że jest oszukiwany przez władzę . Przykry to kraj gdzie władza może robić wszystko według uznania . Opozycja miała rację walcząc o niezawisłe sądy i TK",niezawisłe sądy,http://twitter.com/kielkowicz_k/statuses/1247465192134455296,"@Koniox @jkarolak92 @Marek_Wozny @KamilDziubka @czuchnowski @KObywatelska Jestem przekonany, że suweren się połapie kiedy zacznie wracać do pracy, szkół czy uczelni a władza dalej będzie utrzymywać SKŻ, że jest oszukiwany przez władzę. Przykry to kraj gdzie władza może robić wszystko według uznania. Opozycja miała rację walcząc o niezawisłe sądy i TK",438924720,179672204,Negative,kaczmars@gmail.com,1362
1360,1363,"@straszewski_t @donaldtusk Oczywiście że istnieje - prawda , prawda i jeszcze raz prawda . Głoszona wszędzie , gdzie tylko to będzie możliwe . Głoszona w każdej sprawie na każdy temat . Poparta dowodami i świadkami . Ustalana przez niezawisłe sądy . Wyciągnięcie na światło dzienne wszystkich faktów przestępczych",niezawisłe sądy,http://twitter.com/weissgrzesinski/statuses/1248617401672798209,"@straszewski_t @donaldtusk Oczywiście że istnieje - prawda, prawda i jeszcze raz prawda. Głoszona wszędzie, gdzie tylko to będzie możliwe. Głoszona w każdej sprawie na każdy temat. Poparta dowodami i świadkami. Ustalana przez niezawisłe sądy. Wyciągnięcie na światło dzienne wszystkich faktów przestępczych",-1443490538,-1604820341,Negative,kaczmars@gmail.com,1361
1359,1362,"@Darth_is_Vader @pisorgpl Zaczynamy zdawac sobie sprawe , jak wazne sa niezawisle sady . I ze demokracja nie jest nam dana raz na zawsze . Ze zawsze trzeba o nia walczyc .",niezawisle sady,http://twitter.com/mamufa1/statuses/1226579073645895681,"@Darth_is_Vader @pisorgpl Zaczynamy zdawac sobie sprawe, jak wazne sa niezawisle sady. I ze demokracja nie jest nam dana raz na zawsze. Ze zawsze trzeba o nia walczyc.",1364633397,-401675207,Neutral,kaczmars@gmail.com,1360
1358,1361,"\ "" rządy nie mogą mieć pokusy , aby postrzegać obecny kryzys jako okazję do przeoczenia zasadniczej roli niezależnych sądów , jako strażników praw człowieka i swobód obywatelskich \ "" . Ważne i mądre oświadczenie @JoseIgrejaMatos . Kontekst #Polski , jak na dłoni https://edu.judytapapp.com/oswiadczenie-eaj-wobec-kryzysu-covid-19/",niezależnych sądów,http://twitter.com/JudytaPapp/statuses/1245644056501215241,"\""rządy nie mogą mieć pokusy, aby postrzegać obecny kryzys jako okazję do przeoczenia zasadniczej roli niezależnych sądów, jako strażników praw człowieka i swobód obywatelskich\"". Ważne i mądre oświadczenie @JoseIgrejaMatos. Kontekst #Polski, jak na dłoni https://edu.judytapapp.com/oswiadczenie-eaj-wobec-kryzysu-covid-19/",-1483259920,-2096285837,Positive,kaczmars@gmail.com,1359
1357,1360,"W Strasburgu po raz kolejny przegrał PiS i wygrała sprawiedliwość Wygrały niezależne sądy i prawa obywateli , przegrały PiSowskie zapędy dyktatorskie i pazerność na władzę . To ważny krok w kierunku przywrócenia normalności w polskim sądownictwie .",niezależne sądy,http://twitter.com/Gasiuk_Pihowicz/statuses/1247829405201825792,"W Strasburgu po raz kolejny przegrał PiS i wygrała sprawiedliwość Wygrały niezależne sądy i prawa obywateli, przegrały PiSowskie zapędy dyktatorskie i pazerność na władzę. To ważny krok w kierunku przywrócenia normalności w polskim sądownictwie.",1876277316,-235712112,Negative,kaczmars@gmail.com,1358
1356,1359,"@polskawruinie2 @sjkaleta @molcia2 A jakze … . ochrona zlodzei z PRLu … . dziala ciagle sprawnie \ "" niezalezne sady \ "" ... funta klakow warte ... https://t.co/pWm5R2hMre",niezalezne sady,http://twitter.com/MiniS29331784/statuses/1234880106490998784,"@polskawruinie2 @sjkaleta @molcia2 A jakze….ochrona zlodzei z PRLu….dziala ciagle sprawnie \""niezalezne sady\""...funta klakow warte..... https://t.co/pWm5R2hMre",562388478,-222026237,Negative,kaczmars@gmail.com,1357
1355,1358,"No tak zgadza się , 99,9 % testów jest płatna z NFZ . A oni wykonują 2/5 promila :-)",nfz,http://twitter.com/MariuszKasprzyk/statuses/1245983276331872259,"No tak zgadza się , 99,9% testów jest płatna z NFZ. A oni wykonują 2/5 promila :-)",959654283,535954946,Negative,kaczmars@gmail.com,1356
1354,1357,"Jedno laboratorium robi 40 % testów . JEDNO . Gadaliśmy już o tym . Miliony korzysta z prywatnych pakietów , wizyt , badań , bo tak jest szybciej , lepiej , wcześniej . Skoro NFZ taki dobry , to po co WOŚP i prywatne zbiórki na sprzęt , leki , operacje ?",nfz,http://twitter.com/NonsenseFlat/statuses/1245988246322065408,"Jedno laboratorium robi 40% testów. JEDNO. Gadaliśmy już o tym. Miliony korzysta z prywatnych pakietów, wizyt, badań, bo tak jest szybciej, lepiej, wcześniej. Skoro NFZ taki dobry, to po co WOŚP i prywatne zbiórki na sprzęt, leki, operacje?",1008156560,-1430430571,Negative,kaczmars@gmail.com,1355
1353,1356,"- To fundamentalna zmiana-zapowiada @a_niedzielski , prezes @NFZ_Centrala Znacznie poszerzamy możliwość płacenia za testy , aby mogli skorzystać z nich pacjenci i personel medyczny wszystkich szpitali-wyjaśnia szef NFZ . @a_niedzielski @SylwiaWadrzyk @NFZ_Centrala https://twitter.com/a_niedzielski/status/1246434014233333763",nfz,http://twitter.com/Joa_Mierzwinska/statuses/1246447138529296385,"-To fundamentalna zmiana-zapowiada @a_niedzielski, prezes @NFZ_Centrala Znacznie poszerzamy możliwość płacenia za testy, aby mogli skorzystać z nich pacjenci i personel medyczny wszystkich szpitali-wyjaśnia szef NFZ. @a_niedzielski @SylwiaWadrzyk @NFZ_Centrala https://twitter.com/a_niedzielski/status/1246434014233333763",-1083664413,36806613,Neutral,kaczmars@gmail.com,1354
1352,1355,"@6_wilku @WeronikaWero1 @jakubiak_marek @pisorgpl Ok . Mogę Panu powiedzieć , na co będę namawiał p . MJ e-voting bon oświatowy i kulturalny reforma CIT , przychodowy lub z ograniczeniem kosztów uzyskania przychodu PIT = 0 natychmiast liniowy ZUS i NFZ #eVAT z obowiązkową e-fakturą",nfz,http://twitter.com/Stef_Moklik/statuses/1247271610991742979,"@6_wilku @WeronikaWero1 @jakubiak_marek @pisorgpl Ok. Mogę Panu powiedzieć, na co będę namawiał p. MJ e-voting bon oświatowy i kulturalny reforma CIT, przychodowy lub z ograniczeniem kosztów uzyskania przychodu PIT=0 natychmiast liniowy ZUS i NFZ #eVAT z obowiązkową e-fakturą",-1295418167,1006999866,Neutral,kaczmars@gmail.com,1353
1351,1354,"Moja żona , polonistka w LO , nauczanie zdalne przez zoom w czasie rzeczywistym , kartkówki online . Czasu ze 3 razy więcej niż normalnie . Jestem historykiem z sp . Na dziś ok . 200 emeil z pracami dzieci ( od czwartku ) https://twitter.com/BoloIglo/status/1246407123287842816 …",nauczanie zdalne,http://twitter.com/henryk_suchocki/statuses/1246702426662502405,"Moja żona, polonistka w LO, nauczanie zdalne przez zoom w czasie rzeczywistym, kartkówki online. Czasu ze 3 razy więcej niż normalnie. Jestem historykiem z sp. Na dziś ok. 200 emeil z pracami dzieci (od czwartku)https://twitter.com/BoloIglo/status/1246407123287842816 …",-2029350569,-1753972258,Neutral,kaczmars@gmail.com,1352
1350,1353,"Dostałam 5 z kartk z matmy i jestem z siebie dumna bo wszystkiego nauczyłam się sama i jeszcze tak się stresowałam tą kartk bo wiecie , nauczanie zdalne , ale dałam radę i napisałam wszystko BEZBŁĘDNIE",nauczanie zdalne,http://twitter.com/Yeah_ButFuckYou/statuses/1246383225255211008,"Dostałam 5 z kartk z matmy i jestem z siebie dumna bo wszystkiego nauczyłam się sama i jeszcze tak się stresowałam tą kartk bo wiecie, nauczanie zdalne , ale dałam radę i napisałam wszystko BEZBŁĘDNIE ",-1220892014,-63834874,Positive,kaczmars@gmail.com,1351
1349,1352,"Nauczanie zdalne . Jest sobota , uczniowie rozkminiają zadanie ( podłączanie linuksa do domeny AD - na maszynach wirtualnych , PDC to WinSrv 2008/2012 ) , komunikator działa , konsultacje w toku . Idzie im naprawdę dobrze ! A ja pracuję 18 godzin tygodniowo .",nauczanie zdalne,http://twitter.com/rafalw/statuses/1243916881687445504,"Nauczanie zdalne. Jest sobota, uczniowie rozkminiają zadanie (podłączanie linuksa do domeny AD - na maszynach wirtualnych, PDC to WinSrv 2008/2012), komunikator działa, konsultacje w toku. Idzie im naprawdę dobrze! A ja pracuję 18 godzin tygodniowo.",948217089,-1439407915,Positive,kaczmars@gmail.com,1350
1348,1351,"to nie znaczy , ze uważam , że nauczanie zdalne jest dobre , bo ssie w chuj https://twitter.com/neonikowy/status/1244542931668815878 …",nauczanie zdalne,http://twitter.com/neonikowy/statuses/1244550245436063745,"to nie znaczy, ze uważam, że nauczanie zdalne jest dobre, bo ssie w chuj https://twitter.com/neonikowy/status/1244542931668815878 …",-821979241,575798866,Negative,kaczmars@gmail.com,1349
1347,1350,"pff , zdecydowali się wdrożyć nauczanie zdalne , no szybcy są",nauczanie zdalne,http://twitter.com/meannwhile/statuses/1248155519283593216,"pff, zdecydowali się wdrożyć nauczanie zdalne,no szybcy są",318295199,-1843551515,Negative,kaczmars@gmail.com,1348
1346,1349,"Ptaszki ćwiekają , że nauczanie zdalne może potrwać do czerwca.Tez się cieszycie ? https://t.co/7iX9kJIGee",nauczanie zdalne,http://twitter.com/Asiulka7J/statuses/1247151887385837569,"Ptaszki ćwiekają, że nauczanie zdalne może potrwać do czerwca.Tez się cieszycie? https://t.co/7iX9kJIGee",-1325431128,445243759,Positive,kaczmars@gmail.com,1347
1345,1348,"W ramach nauczania zdalnego ( via Skype ) Basia pokazuje babci i prababci , jak się prawidłowo zapisuje słówka . Jadzia dyżurna , po każdym zapisie zmywa tablicę , i tak się wszystko kręci ... https://t.co/CVWhbIPPVK",nauczania zdalnego,http://twitter.com/janbuczynski/statuses/1246466292615348225,"W ramach nauczania zdalnego (via Skype) Basia pokazuje babci i prababci, jak się prawidłowo zapisuje słówka. Jadzia dyżurna, po każdym zapisie zmywa tablicę, i tak się wszystko kręci... https://t.co/CVWhbIPPVK",-135436568,866337606,Neutral,kaczmars@gmail.com,1346
1344,1347,1/3 ❗ Zachęcam samorządy gmin i powiatów do składania wniosków do Ministerstwa Cyfryzacji na zakup laptopów dla uczniów i nauczycieli . Dziś sprzęt ten w okresie nauczania zdalnego jest niezwykle potrzebny ☣ #koronawirus https://t.co/ZBGvNB9kwD,nauczania zdalnego,http://twitter.com/PHreniak/statuses/1247551862242508805,1/3❗Zachęcam samorządy gmin i powiatów do składania wniosków do Ministerstwa Cyfryzacji na zakup laptopów dla uczniów i nauczycieli . Dziś sprzęt ten w okresie nauczania zdalnego jest niezwykle potrzebny ☣ #koronawirus https://t.co/ZBGvNB9kwD,658711048,683074301,Neutral,kaczmars@gmail.com,1345
1343,1346,Pierwszy tydzień nauczania zdalnego za mną ! Dla mnie to świetna sprawa ! Polecam wszystkim #koronawirus #zostanwdomu #studentsamwdomu #niemanudy,nauczania zdalnego,http://twitter.com/karolina_m22/statuses/1243909604175745025,Pierwszy tydzień nauczania zdalnego za mną! Dla mnie to świetna sprawa! Polecam wszystkim #koronawirus #zostanwdomu #studentsamwdomu #niemanudy,2058650006,-1890185779,Positive,kaczmars@gmail.com,1344
1342,1345,Ciekawe czy Pani Dudowa pracuje na swoim sprzecie ? Czy za swoje kupiła markery ? Nagle poczuła się nauczycielem a w ub . roku o tym samym czasie ( strajk nauczycieli ) milczała ... ps poprosze też taka fajną kamerkę do nauczania zdalnego .,nauczania zdalnego,http://twitter.com/Pawelsztefek/statuses/1248326850587381763,Ciekawe czy Pani Dudowa pracuje na swoim sprzecie? Czy za swoje kupiła markery? Nagle poczuła się nauczycielem a w ub. roku o tym samym czasie (strajk nauczycieli) milczała... ps poprosze też taka fajną kamerkę do nauczania zdalnego.,-378972910,20784006,Negative,kaczmars@gmail.com,1343
1341,1344,MEN : do nauczania zdalnego gotowych jest 90 proc . szkół . Nauczycielka : to fabryka fikcji - pełna zgoda ... ! ! ! https://wiadomosci.onet.pl/tylko-w-onecie/koronawirus-w-polsce-szkoly-nie-sa-gotowe-do-zdalnego-nauczania/6n2pky3 przez @OnetWiadomosci,nauczania zdalnego,http://twitter.com/JanuszCichy/statuses/1244240259103297544,MEN: do nauczania zdalnego gotowych jest 90 proc. szkół. Nauczycielka: to fabryka fikcji - pełna zgoda...!!!! https://wiadomosci.onet.pl/tylko-w-onecie/koronawirus-w-polsce-szkoly-nie-sa-gotowe-do-zdalnego-nauczania/6n2pky3 przez @OnetWiadomosci,-1575557662,1356037747,Negative,kaczmars@gmail.com,1342
1340,1343,"@Janusz_Bary @Bayo84pl @RafalWos @StefanHambura @tygodnik Mówię o \ "" strachu \ "" niektórych , że bez minimalnej nie będą pracodawcy płacić tyle . No to spoko utrzymajmy na aktualnym poziomie i bez podatków i biedaki dostają 3200zł na rękę . Progresja oczywiście , ale akurat u nas mamy degresję tak naprawdę . Linówka , rzeczywiście jest ok .",minimalnej,http://twitter.com/mikolaj_olejnik/statuses/1248491060843560962,"@Janusz_Bary @Bayo84pl @RafalWos @StefanHambura @tygodnik Mówię o \""strachu\"" niektórych, że bez minimalnej nie będą pracodawcy płacić tyle. No to spoko utrzymajmy na aktualnym poziomie i bez podatków i biedaki dostają 3200zł na rękę. Progresja oczywiście, ale akurat u nas mamy degresję tak naprawdę. Linówka, rzeczywiście jest ok.",-1565470877,1463463475,Negative,kaczmars@gmail.com,1341
1339,1342,"W Polsce to Pan Premier będzie chodził z tragarzami i zabierał prywaciarzom ukryte majątki ! VAT pozwolił na 500 + , 13,14 , 15,16 emeryturę oraz podnoszenie płacy minimalnej , to teraz to co nakradli prywaciarze pozwoli na podniesienie gospodarki po wirusie !",minimalnej,http://twitter.com/kon_mecenas/statuses/1247232879924580355,"W Polsce to Pan Premier będzie chodził z tragarzami i zabierał prywaciarzom ukryte majątki! VAT pozwolił na 500+, 13,14,15,16 emeryturę oraz podnoszenie płacy minimalnej, to teraz to co nakradli prywaciarze pozwoli na podniesienie gospodarki po wirusie!",-1990660814,-1063952297,Negative,kaczmars@gmail.com,1340
1338,1341,"I co na nich czeka ? 25 % procent płacy minimalnej , jeżeli będą mieli szczęście spełnić warunki https://www.pulshr.pl/rekrutacja/grozi-nam-szybki-wzrost-bezrobocia-tarcza-antykryzysowa-go-nie-powstrzyma,72631.html https://t.co/b1hOmJ1fGz",minimalnej,http://twitter.com/RSzarfenberg/statuses/1245707141580808195,"I co na nich czeka? 25% procent płacy minimalnej, jeżeli będą mieli szczęście spełnić warunki https://www.pulshr.pl/rekrutacja/grozi-nam-szybki-wzrost-bezrobocia-tarcza-antykryzysowa-go-nie-powstrzyma,72631.html https://t.co/b1hOmJ1fGz",778389883,97786852,Negative,kaczmars@gmail.com,1339
1337,1340,"Wraz z podwyższeniem pensji minimalnej , wzrosły ceny żywności , prądu , ogólnie koszty utrzymania . Ciekaw jestem po ile będzie kosztował bochenek chleba , kiedy minimalna pensja będzie wynosić 4000 zł , jak Pani stawia 10 zł czy 20 zł ? pic.twitter.com/UWqm5bkV6X",minimalnej,http://twitter.com/Denver1090/statuses/1245609279991635968,"Wraz z podwyższeniem pensji minimalnej, wzrosły ceny żywności, prądu, ogólnie koszty utrzymania. Ciekaw jestem po ile będzie kosztował bochenek chleba, kiedy minimalna pensja będzie wynosić 4000 zł, jak Pani stawia 10 zł czy 20 zł?pic.twitter.com/UWqm5bkV6X",-568648446,-168108204,Negative,kaczmars@gmail.com,1338
1336,1339,Wydaję mi się że większość tych zwolnień już była w planie przez podwyżki płacy minimalnej .,minimalnej,http://twitter.com/_PiterRZeszoF_/statuses/1246675266577076224,Wydaję mi się że większość tych zwolnień już była w planie przez podwyżki płacy minimalnej.,-69884765,-176572261,Neutral,kaczmars@gmail.com,1337
1335,1338,@StKarczewski Chciałbym kupić polski samochód elektryczny i wynająć jedno z milionów mieszkań plus . Gdzie mogę znaleźć ? ? ?,milionów mieszkań,http://twitter.com/Rafael_Predehl/statuses/1246688228649963520,@StKarczewski Chciałbym kupić polski samochód elektryczny i wynająć jedno z milionów mieszkań plus. Gdzie mogę znaleźć???,51805543,1701402409,Negative,kaczmars@gmail.com,1336
1334,1337,I nieopodal miliona mieszkań dla Polek i Polaków .,miliona mieszkań,http://twitter.com/Godlewski_Krzys/statuses/1231925376458395648,I nieopodal miliona mieszkań dla Polek i Polaków.,1034583588,-1533323989,Negative,kaczmars@gmail.com,1335
1333,1336,"Hej @MorawieckiM patrz , kandydatka na budowniczą obiecanych miliona mieszkań ! https://twitter.com/prezydentpl/status/1227179788663689216 …",miliona mieszkań,http://twitter.com/dave_errorx404/statuses/1227353296588824576,"Hej @MorawieckiM patrz, kandydatka na budowniczą obiecanych miliona mieszkań! https://twitter.com/prezydentpl/status/1227179788663689216 …",1053949691,-140884539,Negative,kaczmars@gmail.com,1334
1332,1335,Ta odpowiedzialność szczególnie jest widoczna w dopuszczaniu do aborcji oraz legalizacji związków homoseksualnych i adopcji dzieci . Daruj sobie te wywody ! ! Nie martw sie o NASZE utrudnienia . Żyj i daj zyc innym,legalizacji związków,http://twitter.com/Ivo642712/statuses/1243800407287136257,Ta odpowiedzialność szczególnie jest widoczna w dopuszczaniu do aborcji oraz legalizacji związków homoseksualnych i adopcji dzieci. Daruj sobie te wywody!! Nie martw sie o NASZE utrudnienia. Żyj i daj zyc innym,-1820182996,-137074092,Negative,kaczmars@gmail.com,1333
1331,1334,Dobrze niech będzie Duda ma drugie miejsce ale dużo nie traci które to są tzw kluczowe wg Pana ? I czemu nie udało się przeforsować we własnej partii podniesienia kwoty wolnej zgodnie z obietnica ?,kwoty wolnej,http://twitter.com/krasu88/statuses/1246804033249083393,Dobrze niech będzie Duda ma drugie miejsce ale dużo nie traci które to są tzw kluczowe wg Pana? I czemu nie udało się przeforsować we własnej partii podniesienia kwoty wolnej zgodnie z obietnica ?,-576841941,1534537226,Negative,kaczmars@gmail.com,1332
1330,1333,To jest pomoc ? to jest jałmużna którą w każdej chwili mogą zabrać albo od czegoś uzależnić . O wiele lepszym pomysłem jest wprowadzenie wyższej kwoty wolnej od podatku . W Polsce Posłowie i Senatorowie mają 30 000 zwykły obywatel ma 3000 oto dobroć pis w praktyce . pic.twitter.com/D2D4mE7dgl,kwoty wolnej,http://twitter.com/koziolekz6699/statuses/1246701190500560898,To jest pomoc ? to jest jałmużna którą w każdej chwili mogą zabrać albo od czegoś uzależnić. O wiele lepszym pomysłem jest wprowadzenie wyższej kwoty wolnej od podatku. W Polsce Posłowie i Senatorowie mają 30 000 zwykły obywatel ma 3000 oto dobroć pis w praktyce. pic.twitter.com/D2D4mE7dgl,708745488,943334546,Negative,kaczmars@gmail.com,1331
1329,1332,"Zandberg sam miał małą firmę jako programista . A jego propozycje obłożenia większymi podatkami wielkich korporacji , walki z ucieczkami do rajów podatkowych i podniesienia kwoty wolnej od podatku mogą się dobrze przysłużyć właśnie małym i średnim przedsiębiorstwom .",kwoty wolnej,http://twitter.com/WiertelakMakala/statuses/1245440072075411463,"Zandberg sam miał małą firmę jako programista. A jego propozycje obłożenia większymi podatkami wielkich korporacji, walki z ucieczkami do rajów podatkowych i podniesienia kwoty wolnej od podatku mogą się dobrze przysłużyć właśnie małym i średnim przedsiębiorstwom.",1897845285,-977417118,Positive,kaczmars@gmail.com,1330
